Source Term ID	Source Term	Mapped Term Label	Mapped Term IRI	Mapped Term CURIE	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIG-M5	SIG-M5	http://www.ebi.ac.uk/efo/EFO_0006751	EFO:0006751	FALSE	FALSE	FALSE	FALSE	FALSE
SIHA	SIHA	SiHa	http://www.ebi.ac.uk/efo/EFO_0002379	EFO:0002379	FALSE	FALSE	FALSE	FALSE	FALSE
SJRH30_SOFT_TISSUE	SJRH30	SJRH30	http://www.ebi.ac.uk/efo/EFO_0002329	EFO:0002329	FALSE	FALSE	FALSE	FALSE	FALSE
SJSA1_BONE	SJSA-1	SJSA1	http://www.ebi.ac.uk/efo/EFO_0002330	EFO:0002330	FALSE	FALSE	FALSE	FALSE	FALSE
SKBR3_BREAST	SK-BR-3	SKBR3	http://www.ebi.ac.uk/efo/EFO_0001236	EFO:0001236	FALSE	FALSE	FALSE	FALSE	FALSE
SKCO1_LARGE_INTESTINE	SK-CO-1	SK-CO-1	http://www.ebi.ac.uk/efo/EFO_0006752	EFO:0006752	FALSE	FALSE	FALSE	FALSE	FALSE
SKES1_BONE	SK-ES-1	SK-ES-1	http://www.ebi.ac.uk/efo/EFO_0002858	EFO:0002858	FALSE	FALSE	FALSE	FALSE	FALSE
SKLMS1_SOFT_TISSUE	SK-LMS-1	SKLMS1	http://www.ebi.ac.uk/efo/EFO_0002331	EFO:0002331	FALSE	FALSE	FALSE	FALSE	FALSE
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM-1	SKM-1	http://www.ebi.ac.uk/efo/EFO_0006753	EFO:0006753	FALSE	FALSE	FALSE	FALSE	FALSE
SKMEL1_SKIN	SK-MEL-1	SKMEL1	http://www.ebi.ac.uk/efo/EFO_0002332	EFO:0002332	FALSE	FALSE	FALSE	FALSE	FALSE
SKMEL24_SKIN	SK-MEL-24	SK-MEL-24	http://www.ebi.ac.uk/efo/EFO_0006487	EFO:0006487	FALSE	FALSE	FALSE	FALSE	FALSE
SKMEL28_SKIN	SK-MEL-28	SK-MEL-28	http://www.ebi.ac.uk/efo/EFO_0003081	EFO:0003081	FALSE	FALSE	FALSE	FALSE	FALSE
SKMEL2_SKIN	SK-MEL-2	SK-MEL-2	http://www.ebi.ac.uk/efo/EFO_0002079	EFO:0002079	FALSE	FALSE	FALSE	FALSE	FALSE
SKMEL30_SKIN	SK-MEL-30	SK-MEL-30	http://www.ebi.ac.uk/efo/EFO_0006488	EFO:0006488	FALSE	FALSE	FALSE	FALSE	FALSE
SKMEL31_SKIN	SK-MEL-31	SK-MEL-31	http://www.ebi.ac.uk/efo/EFO_0006489	EFO:0006489	FALSE	FALSE	FALSE	FALSE	FALSE
SKMEL3_SKIN	SK-MEL-3	SKMEL3	http://www.ebi.ac.uk/efo/EFO_0002333	EFO:0002333	FALSE	FALSE	FALSE	FALSE	FALSE
SKMEL5_SKIN	SK-MEL-5	SK-MEL-5	http://www.ebi.ac.uk/efo/EFO_0005720	EFO:0005720	FALSE	FALSE	FALSE	FALSE	FALSE
SKMES1_LUNG	SK-MES-1	SKMES1	http://www.ebi.ac.uk/efo/EFO_0002334	EFO:0002334	FALSE	FALSE	FALSE	FALSE	FALSE
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SK-MM-2	SK-MM-2	http://www.ebi.ac.uk/efo/EFO_0005458	EFO:0005458	FALSE	FALSE	FALSE	FALSE	FALSE
SKNAS_AUTONOMIC_GANGLIA	SK-N-AS	SK-N-AS	http://www.ebi.ac.uk/efo/EFO_0002859	EFO:0002859	FALSE	FALSE	FALSE	FALSE	FALSE
SKNDZ_AUTONOMIC_GANGLIA	SK-N-DZ	SK-N-DZ	http://www.ebi.ac.uk/efo/EFO_0005721	EFO:0005721	FALSE	FALSE	FALSE	FALSE	FALSE
SKNFI_AUTONOMIC_GANGLIA	SK-N-FI	SKNFI	http://www.ebi.ac.uk/efo/EFO_0002338	EFO:0002338	FALSE	FALSE	FALSE	FALSE	FALSE
SKNMC_BONE	SK-N-MC	SK-N-MC	http://www.ebi.ac.uk/efo/EFO_0002860	EFO:0002860	FALSE	FALSE	FALSE	FALSE	FALSE
SKNSH_AUTONOMIC_GANGLIA	SK-N-SH	SK-N-SH	http://www.ebi.ac.uk/efo/EFO_0003072	EFO:0003072	FALSE	FALSE	FALSE	FALSE	FALSE
SKOV3_OVARY	SK-OV-3	SKOV3	http://www.ebi.ac.uk/efo/EFO_0002340	EFO:0002340	FALSE	FALSE	FALSE	FALSE	FALSE
SKUT1_SOFT_TISSUE	SK-UT-1	SKUT1	http://www.ebi.ac.uk/efo/EFO_0002341	EFO:0002341	FALSE	FALSE	FALSE	FALSE	FALSE
SNB19_CENTRAL_NERVOUS_SYSTEM	SNB-19	SNB19	http://www.ebi.ac.uk/efo/EFO_0002342	EFO:0002342	FALSE	FALSE	FALSE	FALSE	FALSE
SNU16_STOMACH	SNU-16	SNU16	http://www.ebi.ac.uk/efo/EFO_0002344	EFO:0002344	FALSE	FALSE	FALSE	FALSE	FALSE
SNU182_LIVER	SNU-182	SNU182	http://www.ebi.ac.uk/efo/EFO_0002345	EFO:0002345	FALSE	FALSE	FALSE	FALSE	FALSE
SNU1_STOMACH	SNU-1	SNU1	http://www.ebi.ac.uk/efo/EFO_0002343	EFO:0002343	FALSE	FALSE	FALSE	FALSE	FALSE
SNU216_STOMACH	SNU-216	SNU-216	http://www.ebi.ac.uk/efo/EFO_0006754	EFO:0006754	FALSE	FALSE	FALSE	FALSE	FALSE
SNU387_LIVER	SNU-387	SNU387	http://www.ebi.ac.uk/efo/EFO_0002346	EFO:0002346	FALSE	FALSE	FALSE	FALSE	FALSE
SNU398_LIVER	SNU-398	SNU398	http://www.ebi.ac.uk/efo/EFO_0002347	EFO:0002347	FALSE	FALSE	FALSE	FALSE	FALSE
SNU423_LIVER	SNU-423	SNU423	http://www.ebi.ac.uk/efo/EFO_0002348	EFO:0002348	FALSE	FALSE	FALSE	FALSE	FALSE
SNU449_LIVER	SNU-449	SNU449	http://www.ebi.ac.uk/efo/EFO_0002349	EFO:0002349	FALSE	FALSE	FALSE	FALSE	FALSE
SNU475_LIVER	SNU-475	SNU475	http://www.ebi.ac.uk/efo/EFO_0002350	EFO:0002350	FALSE	FALSE	FALSE	FALSE	FALSE
SNU5_STOMACH	SNU-5	SNU5	http://www.ebi.ac.uk/efo/EFO_0002351	EFO:0002351	FALSE	FALSE	FALSE	FALSE	FALSE
SNU601_STOMACH	SNU-601	SNU-601	http://www.ebi.ac.uk/efo/EFO_0006756	EFO:0006756	FALSE	FALSE	FALSE	FALSE	FALSE
SNU620_STOMACH	SNU-620	SNU-620	http://www.ebi.ac.uk/efo/EFO_0006757	EFO:0006757	FALSE	FALSE	FALSE	FALSE	FALSE
SNU668_STOMACH	SNU-668	SNU-668	http://www.ebi.ac.uk/efo/EFO_0006759	EFO:0006759	FALSE	FALSE	FALSE	FALSE	FALSE
SNU719_STOMACH	SNU-719	SNU-719	http://www.ebi.ac.uk/efo/EFO_0006760	EFO:0006760	FALSE	FALSE	FALSE	FALSE	FALSE
SNUC1_LARGE_INTESTINE	SNU-C1	SNU-C1	http://www.ebi.ac.uk/efo/EFO_0006761	EFO:0006761	FALSE	FALSE	FALSE	FALSE	FALSE
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR-786	SR-786	http://www.ebi.ac.uk/efo/EFO_0006491	EFO:0006491	FALSE	FALSE	FALSE	FALSE	FALSE
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ST486	ST486	http://www.ebi.ac.uk/efo/EFO_0002353	EFO:0002353	FALSE	FALSE	FALSE	FALSE	FALSE
SU8686_PANCREAS	SU.86.86	SU.86.86	http://www.ebi.ac.uk/efo/EFO_0006494	EFO:0006494	FALSE	FALSE	FALSE	FALSE	FALSE
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-10	SUDHL10	http://www.ebi.ac.uk/efo/EFO_0002354	EFO:0002354	FALSE	FALSE	FALSE	FALSE	FALSE
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-1	SUDHL1	http://www.ebi.ac.uk/efo/EFO_0005461	EFO:0005461	FALSE	FALSE	FALSE	FALSE	FALSE
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-4	SU-DHL-4	http://www.ebi.ac.uk/efo/EFO_0006492	EFO:0006492	FALSE	FALSE	FALSE	FALSE	FALSE
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-5	SUDHL5	http://www.ebi.ac.uk/efo/EFO_0002356	EFO:0002356	FALSE	FALSE	FALSE	FALSE	FALSE
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-6	SUDHL6	http://www.ebi.ac.uk/efo/EFO_0002357	EFO:0002357	FALSE	FALSE	FALSE	FALSE	FALSE
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-8	SU-DHL-8	http://www.ebi.ac.uk/efo/EFO_0006493	EFO:0006493	FALSE	FALSE	FALSE	FALSE	FALSE
SUIT2_PANCREAS	SUIT-2	SUIT-2	http://www.ebi.ac.uk/efo/EFO_0006495	EFO:0006495	FALSE	FALSE	FALSE	FALSE	FALSE
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-B15	SUP-B15	http://www.ebi.ac.uk/efo/EFO_0006763	EFO:0006763	FALSE	FALSE	FALSE	FALSE	FALSE
SW1116_LARGE_INTESTINE	SW1116	SW1116	http://www.ebi.ac.uk/efo/EFO_0002359	EFO:0002359	FALSE	FALSE	FALSE	FALSE	FALSE
SW1417_LARGE_INTESTINE	SW1417	SW1417	http://www.ebi.ac.uk/efo/EFO_0002361	EFO:0002361	FALSE	FALSE	FALSE	FALSE	FALSE
SW1463_LARGE_INTESTINE	SW1463	SW1463	http://www.ebi.ac.uk/efo/EFO_0002362	EFO:0002362	FALSE	FALSE	FALSE	FALSE	FALSE
SW403_LARGE_INTESTINE	SW403	SW403	http://www.ebi.ac.uk/efo/EFO_0002366	EFO:0002366	FALSE	FALSE	FALSE	FALSE	FALSE
SW480_LARGE_INTESTINE	SW480	SW480	http://www.ebi.ac.uk/efo/EFO_0002083	EFO:0002083	FALSE	FALSE	FALSE	FALSE	FALSE
SW48_LARGE_INTESTINE	SW48	SW48	http://www.ebi.ac.uk/efo/EFO_0002367	EFO:0002367	FALSE	FALSE	FALSE	FALSE	FALSE
SW620_LARGE_INTESTINE	SW620	SW620	http://www.ebi.ac.uk/efo/EFO_0002368	EFO:0002368	FALSE	FALSE	FALSE	FALSE	FALSE
SW837_LARGE_INTESTINE	SW837	SW837	http://www.ebi.ac.uk/efo/EFO_0002372	EFO:0002372	FALSE	FALSE	FALSE	FALSE	FALSE
SW948_LARGE_INTESTINE	SW948	SW948	http://www.ebi.ac.uk/efo/EFO_0002375	EFO:0002375	FALSE	FALSE	FALSE	FALSE	FALSE
T24_URINARY_TRACT	T24	T24	http://www.ebi.ac.uk/efo/EFO_0002864	EFO:0002864	FALSE	FALSE	FALSE	FALSE	FALSE
T3M4_PANCREAS	T3M-4	Panc89	http://www.ebi.ac.uk/efo/EFO_0002714	EFO:0002714	FALSE	FALSE	FALSE	FALSE	FALSE
T47D_BREAST	T-47D	T47D	http://www.ebi.ac.uk/efo/EFO_0001247	EFO:0001247	FALSE	FALSE	FALSE	FALSE	FALSE
T84_LARGE_INTESTINE	T84	T84	http://www.ebi.ac.uk/efo/EFO_0002084	EFO:0002084	FALSE	FALSE	FALSE	FALSE	FALSE
TC71_BONE	TC-71	TC71	http://www.ebi.ac.uk/efo/EFO_0002865	EFO:0002865	FALSE	FALSE	FALSE	FALSE	FALSE
TCCPAN2_PANCREAS	TCC-PAN2	TCC-PAN2	http://www.ebi.ac.uk/efo/EFO_0006764	EFO:0006764	FALSE	FALSE	FALSE	FALSE	FALSE
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP-1	THP-1	http://www.ebi.ac.uk/efo/EFO_0001253	EFO:0001253	FALSE	FALSE	FALSE	FALSE	FALSE
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Toledo	Toledo	http://www.ebi.ac.uk/efo/EFO_0002383	EFO:0002383	FALSE	FALSE	FALSE	FALSE	FALSE
TOV112D_OVARY	TOV-112D	TOV-112D	http://www.ebi.ac.uk/efo/EFO_0005263	EFO:0005263	FALSE	FALSE	FALSE	FALSE	FALSE
TT_THYROID	TT	TT	http://www.ebi.ac.uk/efo/EFO_0002382	EFO:0002382	FALSE	FALSE	FALSE	FALSE	FALSE
TYKNU_OVARY	TYK-nu	TYK-nu	http://www.ebi.ac.uk/efo/EFO_0006766	EFO:0006766	FALSE	FALSE	FALSE	FALSE	FALSE
U251MG_CENTRAL_NERVOUS_SYSTEM	U-251 MG	U-251 MG	http://www.ebi.ac.uk/efo/EFO_0006498	EFO:0006498	FALSE	FALSE	FALSE	FALSE	FALSE
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1	U266	http://www.ebi.ac.uk/efo/EFO_0001254	EFO:0001254	FALSE	FALSE	FALSE	FALSE	FALSE
U87MG_CENTRAL_NERVOUS_SYSTEM	U-87 MG	U-87 MG	http://www.ebi.ac.uk/efo/EFO_0005237	EFO:0005237	FALSE	FALSE	FALSE	FALSE	FALSE
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U-937	U937	http://www.ebi.ac.uk/efo/EFO_0001257	EFO:0001257	FALSE	FALSE	FALSE	FALSE	FALSE
UACC257_SKIN	UACC-257	UACC-257	http://www.ebi.ac.uk/efo/EFO_0005376	EFO:0005376	FALSE	FALSE	FALSE	FALSE	FALSE
UACC62_SKIN	UACC-62	UACC-62	http://www.ebi.ac.uk/efo/EFO_0005377	EFO:0005377	FALSE	FALSE	FALSE	FALSE	FALSE
UACC812_BREAST	UACC-812	UACC812	http://www.ebi.ac.uk/efo/EFO_0001258	EFO:0001258	FALSE	FALSE	FALSE	FALSE	FALSE
UACC893_BREAST	UACC-893	UACC893	http://www.ebi.ac.uk/efo/EFO_0002385	EFO:0002385	FALSE	FALSE	FALSE	FALSE	FALSE
UMUC1_URINARY_TRACT	UM-UC-1	UM-UC-1	http://www.ebi.ac.uk/efo/EFO_0006770	EFO:0006770	FALSE	FALSE	FALSE	FALSE	FALSE
UMUC3_URINARY_TRACT	UM-UC-3	UM-UC-3	http://www.ebi.ac.uk/efo/EFO_0006771	EFO:0006771	FALSE	FALSE	FALSE	FALSE	FALSE
VCAP_PROSTATE	VCaP	VCaP	http://www.ebi.ac.uk/efo/EFO_0007752	EFO:0007752	FALSE	FALSE	FALSE	FALSE	FALSE
VMRCLCD_LUNG	VMRC-LCD	VMRC-LCD	http://www.ebi.ac.uk/efo/EFO_0006773	EFO:0006773	FALSE	FALSE	FALSE	FALSE	FALSE
WM115_SKIN	WM-115	WM115	http://www.ebi.ac.uk/efo/EFO_0002390	EFO:0002390	FALSE	FALSE	FALSE	FALSE	FALSE
WM2664_SKIN	WM-266-4	WM-266-4	http://www.ebi.ac.uk/efo/EFO_0006774	EFO:0006774	FALSE	FALSE	FALSE	FALSE	FALSE
WM793_SKIN	WM-793	WM793	http://www.ebi.ac.uk/efo/EFO_0002873	EFO:0002873	FALSE	FALSE	FALSE	FALSE	FALSE
